----------------------------------
LEDAFLOW Trends result file
----------------------------------
Created:,2026-07-13T03:03:07
LedaFlow version:,2.11.271
Case name:,case_final
Case type:,1D-2ph
Case uuid:,fdd84235-e7a2-4651-b946-d45cd4deb638

Time,MFR - gas@Line 1 P 500m,MFR - oil@Line 1 P 500m,MFR - bubbles@Line 1 P 500m,MFR - droplets@Line 1 P 500m,MFR - total gas@Line 1 P 500m,MFR - total liquid@Line 1 P 500m,MFR - total@Line 1 P 500m,Pressure@Line 1 P 500m,MFR - gas@Line 1 P 8500m,MFR - oil@Line 1 P 8500m,MFR - bubbles@Line 1 P 8500m,MFR - droplets@Line 1 P 8500m,MFR - total gas@Line 1 P 8500m,MFR - total liquid@Line 1 P 8500m,MFR - total@Line 1 P 8500m,Pressure@Line 1 P 8500m,MFR - gas@Line 2 P 500m,MFR - oil@Line 2 P 500m,MFR - bubbles@Line 2 P 500m,MFR - droplets@Line 2 P 500m,MFR - total gas@Line 2 P 500m,MFR - total liquid@Line 2 P 500m,MFR - total@Line 2 P 500m,Pressure@Line 2 P 500m,MFR - gas@Line 2 P 8500m,MFR - oil@Line 2 P 8500m,MFR - bubbles@Line 2 P 8500m,MFR - droplets@Line 2 P 8500m,MFR - total gas@Line 2 P 8500m,MFR - total liquid@Line 2 P 8500m,MFR - total@Line 2 P 8500m,Pressure@Line 2 P 8500m,MFR - gas@Mainline P 38500m,MFR - oil@Mainline P 38500m,MFR - bubbles@Mainline P 38500m,MFR - droplets@Mainline P 38500m,MFR - total gas@Mainline P 38500m,MFR - total liquid@Mainline P 38500m,MFR - total@Mainline P 38500m,Pressure@Mainline P 38500m,MFR - gas@Mainline P 500m,MFR - oil@Mainline P 500m,MFR - bubbles@Mainline P 500m,MFR - droplets@Mainline P 500m,MFR - total gas@Mainline P 500m,MFR - total liquid@Mainline P 500m,MFR - total@Mainline P 500m,Pressure@Mainline P 500m,Total MFR - gas@Well 1,Total MFR - oil@Well 1,Total MFR - total@Well 1,BHP - Zone 1@Well 1,BHT - gas - Zone 1@Well 1,BHT - oil - Zone 1@Well 1,MFR - gas - Zone 1@Well 1,MFR - oil - Zone 1@Well 1,MFR - total - Zone 1@Well 1,Std VFR - gas - Zone 1@Well 1,Std VFR - oil - Zone 1@Well 1,Total MFR - gas@Well 2,Total MFR - oil@Well 2,Total MFR - total@Well 2,BHP - Zone 1@Well 2,BHT - gas - Zone 1@Well 2,BHT - oil - Zone 1@Well 2,MFR - gas - Zone 1@Well 2,MFR - oil - Zone 1@Well 2,MFR - total - Zone 1@Well 2,Std VFR - gas - Zone 1@Well 2,Std VFR - oil - Zone 1@Well 2,Total MFR - gas@Well 3,Total MFR - oil@Well 3,Total MFR - total@Well 3,BHP - Zone 1@Well 3,BHT - gas - Zone 1@Well 3,BHT - oil - Zone 1@Well 3,MFR - gas - Zone 1@Well 3,MFR - oil - Zone 1@Well 3,MFR - total - Zone 1@Well 3,Std VFR - gas - Zone 1@Well 3,Std VFR - oil - Zone 1@Well 3,Total MFR - gas@Well 4,Total MFR - oil@Well 4,Total MFR - total@Well 4,BHP - Zone 1@Well 4,BHT - gas - Zone 1@Well 4,BHT - oil - Zone 1@Well 4,MFR - gas - Zone 1@Well 4,MFR - oil - Zone 1@Well 4,MFR - total - Zone 1@Well 4,Std VFR - gas - Zone 1@Well 4,Std VFR - oil - Zone 1@Well 4,Pressure@Wellbore1 P 600m,MFR - gas@Wellbore1 P MFR,MFR - oil@Wellbore1 P MFR,MFR - bubbles@Wellbore1 P MFR,MFR - droplets@Wellbore1 P MFR,MFR - total gas@Wellbore1 P MFR,MFR - total liquid@Wellbore1 P MFR,MFR - total@Wellbore1 P MFR,Pressure@Wellbore1 P MFR,Pressure@Wellbore2 P 600m,MFR - gas@Wellbore2 P MFR,MFR - oil@Wellbore2 P MFR,MFR - bubbles@Wellbore2 P MFR,MFR - droplets@Wellbore2 P MFR,MFR - total gas@Wellbore2 P MFR,MFR - total liquid@Wellbore2 P MFR,MFR - total@Wellbore2 P MFR,Pressure@Wellbore2 P MFR,Pressure@Wellbore3 P 600m,MFR - gas@Wellbore3 P MFR,MFR - oil@Wellbore3 P MFR,MFR - bubbles@Wellbore3 P MFR,MFR - droplets@Wellbore3 P MFR,MFR - total gas@Wellbore3 P MFR,MFR - total liquid@Wellbore3 P MFR,MFR - total@Wellbore3 P MFR,Pressure@Wellbore3 P MFR,Pressure@Wellbore4 P 600m,MFR - gas@Wellbore4 P MFR,MFR - oil@Wellbore4 P MFR,MFR - bubbles@Wellbore4 P MFR,MFR - droplets@Wellbore4 P MFR,MFR - total gas@Wellbore4 P MFR,MFR - total liquid@Wellbore4 P MFR,MFR - total@Wellbore4 P MFR,Pressure@Wellbore4 P MFR,MFR - gas@WH Choke 1,MFR - oil@WH Choke 1,MFR - liquid - 2 phase@WH Choke 1,MFR - total - 2 phase@WH Choke 1,Opening fraction@WH Choke 1,Pressure drop@WH Choke 1,Pressure Left@WH Choke 1,Pressure Right@WH Choke 1,MFR - gas@WH Choke 2,MFR - oil@WH Choke 2,MFR - liquid - 2 phase@WH Choke 2,MFR - total - 2 phase@WH Choke 2,Opening fraction@WH Choke 2,Pressure drop@WH Choke 2,Pressure Left@WH Choke 2,Pressure Right@WH Choke 2,MFR - gas@WH Choke 3,MFR - oil@WH Choke 3,MFR - liquid - 2 phase@WH Choke 3,MFR - total - 2 phase@WH Choke 3,Opening fraction@WH Choke 3,Pressure drop@WH Choke 3,Pressure Left@WH Choke 3,Pressure Right@WH Choke 3,MFR - gas@WH Choke 4,MFR - oil@WH Choke 4,MFR - liquid - 2 phase@WH Choke 4,MFR - total - 2 phase@WH Choke 4,Opening fraction@WH Choke 4,Pressure drop@WH Choke 4,Pressure Left@WH Choke 4,Pressure Right@WH Choke 4
[s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara]
70220.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76620,0.0,0.0,0.0,-239.76620,-239.76620,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76620,0.0,0.0,0.0,-239.76620,-239.76620,157.15765,0.0,-479.53242,0.0,0.0,0.0,-479.53242,-479.53242,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13136,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,
70230.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76620,0.0,0.0,0.0,-239.76620,-239.76620,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76620,0.0,0.0,0.0,-239.76620,-239.76620,157.15765,0.0,-479.53242,0.0,0.0,0.0,-479.53242,-479.53242,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13136,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,
70240.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76620,0.0,0.0,0.0,-239.76620,-239.76620,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76620,0.0,0.0,0.0,-239.76620,-239.76620,157.15765,0.0,-479.53242,0.0,0.0,0.0,-479.53242,-479.53242,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13137,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58385,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58385,155.88990,
70250.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-479.53242,0.0,0.0,0.0,-479.53242,-479.53242,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13137,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,
70260.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-479.53242,0.0,0.0,0.0,-479.53242,-479.53242,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13137,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,
70270.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-479.53242,0.0,0.0,0.0,-479.53242,-479.53242,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13137,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,
70280.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-479.53243,0.0,0.0,0.0,-479.53243,-479.53243,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13137,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094481,144.58386,155.88990,
70290.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-479.53243,0.0,0.0,0.0,-479.53243,-479.53243,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13137,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,
70300.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-479.53243,0.0,0.0,0.0,-479.53243,-479.53243,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13137,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,
70310.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-479.53243,0.0,0.0,0.0,-479.53243,-479.53243,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13137,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,
70320.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-479.53243,0.0,0.0,0.0,-479.53243,-479.53243,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13137,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,
70330.0,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,175.45393,0.0,-239.76621,0.0,0.0,0.0,-239.76621,-239.76621,157.15765,0.0,-479.53243,0.0,0.0,0.0,-479.53243,-479.53243,176.59012,0.0,-479.53251,0.0,0.0,0.0,-479.53251,-479.53251,186.13137,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,0.0,-119.88310,-119.88310,239.88310,18.296489,18.296489,0.0,-119.88310,-119.88310,-5541576.9,0.0,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,190.61583,0.0,-119.88310,0.0,0.0,0.0,-119.88310,-119.88310,144.58386,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,0.0,-119.88310,-119.88310,-119.88310,1.0000000,-12.094482,144.58386,155.88990,
